show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6924,Movie,Title_6924,Director_273,Actor_73,Mexico,"February 25, 2010",1976,TV-14,102 min,"Reality TV, International Movies, Docuseries",Description for Title_6924
s6925,Movie,Title_6925,,"Actor_22, Actor_953",Australia,"July 09, 2009",1963,TV-PG,156 min,"Stand-Up Comedy, Romantic Movies, Anime Series",Description for Title_6925
s6926,Movie,Title_6926,Director_453,"Actor_377, Actor_336, Actor_225",Thailand,"August 01, 2013",2005,TV-MA,113 min,"Stand-Up Comedy, International Movies, Docuseries",Description for Title_6926
s6927,Movie,Title_6927,Director_449,"Actor_809, Actor_367, Actor_130, Actor_955",India,"October 28, 2012",2000,TV-14,61 min,"Reality TV, Children & Family Movies",Description for Title_6927
s6928,Movie,Title_6928,Director_13,Actor_468,United Kingdom,"October 13, 2013",1990,TV-Y7,73 min,"Docuseries, Anime Series, Sci-Fi & Fantasy",Description for Title_6928
s6929,TV Show,Title_6929,Director_245,"Actor_18, Actor_698, Actor_806, Actor_561",India,"January 19, 2014",1993,UR,3 Seasons,"Romantic Movies, Reality TV",Description for Title_6929
s6930,Movie,Title_6930,Director_412,"Actor_606, Actor_190, Actor_411, Actor_596",United States,"August 28, 2012",1962,TV-14,140 min,"International Movies, Comedies",Description for Title_6930
s6931,Movie,Title_6931,Director_270,"Actor_491, Actor_92, Actor_624",Mexico,"September 17, 2013",1953,TV-MA,98 min,Reality TV,Description for Title_6931
s6932,Movie,Title_6932,Director_260,"Actor_349, Actor_501",United States,"June 05, 2015",1952,TV-14,60 min,"Action & Adventure, Reality TV",Description for Title_6932
s6933,Movie,Title_6933,,"Actor_231, Actor_748",India,"August 04, 2014",1995,TV-14,179 min,Horror Movies,Description for Title_6933
s6934,Movie,Title_6934,,"Actor_316, Actor_594, Actor_201",India,"May 05, 2014",2011,R,102 min,Sci-Fi & Fantasy,Description for Title_6934
s6935,TV Show,Title_6935,Director_104,"Actor_287, Actor_929, Actor_71",Spain,"May 29, 2012",1955,TV-14,6 Season,"Dramas, Docuseries",Description for Title_6935
s6936,Movie,Title_6936,Director_279,"Actor_496, Actor_971, Actor_471, Actor_4",Thailand,"December 01, 2019",1974,PG-13,74 min,"Children & Family Movies, Horror Movies",Description for Title_6936
s6937,Movie,Title_6937,Director_205,"Actor_223, Actor_164, Actor_639",Japan,"November 18, 2020",2018,R,105 min,"Stand-Up Comedy, Thrillers, Comedies",Description for Title_6937
s6938,TV Show,Title_6938,Director_113,"Actor_687, Actor_331",United Kingdom,"February 01, 2011",1967,TV-MA,7 Seasons,"International Movies, Action & Adventure",Description for Title_6938
s6939,Movie,Title_6939,,"Actor_213, Actor_456, Actor_576",Australia,"June 23, 2010",1955,PG-13,66 min,"Reality TV, Docuseries, Crime TV Shows",Description for Title_6939
s6940,Movie,Title_6940,,"Actor_921, Actor_377, Actor_593",Japan,"June 12, 2008",1989,PG,106 min,"Stand-Up Comedy, Anime Series",Description for Title_6940
s6941,TV Show,Title_6941,Director_126,,United States,"February 10, 2011",2006,TV-PG,8 Seasons,"Comedies, Romantic Movies",Description for Title_6941
s6942,TV Show,Title_6942,Director_62,"Actor_387, Actor_255",United States,"November 23, 2020",1987,TV-Y7,5 Seasons,"Thrillers, Children & Family Movies",Description for Title_6942
s6943,Movie,Title_6943,,"Actor_813, Actor_353",United States,"July 18, 2013",1996,PG-13,121 min,"Sci-Fi & Fantasy, Anime Series, Crime TV Shows",Description for Title_6943
s6944,Movie,Title_6944,Director_251,"Actor_819, Actor_157, Actor_70, Actor_169",India,"April 15, 2008",2015,TV-PG,125 min,"Docuseries, International Movies, Comedies",Description for Title_6944
s6945,Movie,Title_6945,,"Actor_925, Actor_979, Actor_890, Actor_442",Germany,"February 15, 2021",2015,TV-Y7,124 min,"Documentaries, Comedies",Description for Title_6945
s6946,TV Show,Title_6946,Director_423,,United States,"March 17, 2020",2009,TV-PG,3 Seasons,Comedies,Description for Title_6946
s6947,Movie,Title_6947,Director_76,"Actor_303, Actor_661, Actor_30, Actor_478, Actor_568",India,"June 19, 2016",2019,TV-PG,94 min,Children & Family Movies,Description for Title_6947
s6948,Movie,Title_6948,Director_155,,Taiwan,"July 14, 2013",1953,TV-14,166 min,"Horror Movies, Sci-Fi & Fantasy",Description for Title_6948
s6949,TV Show,Title_6949,,Actor_366,Italy,"February 26, 2011",1995,TV-Y,8 Season,"International Movies, Crime TV Shows, Docuseries",Description for Title_6949
s6950,Movie,Title_6950,,"Actor_790, Actor_218, Actor_670",Japan,"November 29, 2009",2005,TV-MA,128 min,"Thrillers, Crime TV Shows",Description for Title_6950
s6951,TV Show,Title_6951,,"Actor_814, Actor_120, Actor_468",United States,"August 03, 2018",1988,TV-14,7 Seasons,"Dramas, Docuseries",Description for Title_6951
s6952,Movie,Title_6952,,,United States,"December 14, 2016",1978,TV-PG,60 min,"Stand-Up Comedy, Romantic Movies",Description for Title_6952
s6953,Movie,Title_6953,Director_201,"Actor_351, Actor_797, Actor_795",United States,"January 16, 2010",2015,TV-PG,116 min,"Horror Movies, Crime TV Shows",Description for Title_6953
s6954,Movie,Title_6954,,,United States,"August 18, 2010",1982,R,68 min,Action & Adventure,Description for Title_6954
s6955,TV Show,Title_6955,,"Actor_579, Actor_259, Actor_266, Actor_584, Actor_356",United States,"July 23, 2017",1968,TV-PG,4 Seasons,"Docuseries, Thrillers, Documentaries",Description for Title_6955
s6956,Movie,Title_6956,Director_341,"Actor_539, Actor_332, Actor_631, Actor_782, Actor_460",Canada,"January 10, 2017",1983,TV-MA,75 min,"Anime Series, Children & Family Movies, Reality TV",Description for Title_6956
s6957,Movie,Title_6957,Director_343,Actor_212,United States,"February 25, 2016",2017,PG,161 min,Crime TV Shows,Description for Title_6957
s6958,Movie,Title_6958,Director_8,"Actor_419, Actor_815",United States,"July 27, 2008",2009,R,107 min,"Action & Adventure, Romantic Movies",Description for Title_6958
s6959,TV Show,Title_6959,Director_132,"Actor_467, Actor_183, Actor_252, Actor_69, Actor_20",United States,"January 29, 2017",1970,PG,4 Seasons,"Children & Family Movies, International Movies",Description for Title_6959
s6960,TV Show,Title_6960,,,France,"March 06, 2013",1977,TV-MA,5 Seasons,"Thrillers, Children & Family Movies",Description for Title_6960
s6961,Movie,Title_6961,Director_397,"Actor_337, Actor_676, Actor_503, Actor_247, Actor_990",France,"March 22, 2011",1998,R,78 min,"Reality TV, Romantic Movies",Description for Title_6961
s6962,Movie,Title_6962,Director_103,Actor_996,Canada,"August 07, 2017",2019,R,100 min,Comedies,Description for Title_6962
s6963,TV Show,Title_6963,Director_358,"Actor_147, Actor_305",United States,"August 01, 2013",1953,TV-14,5 Seasons,"Children & Family Movies, Romantic Movies, Action & Adventure",Description for Title_6963
s6964,Movie,Title_6964,Director_17,"Actor_34, Actor_55, Actor_590",India,"January 02, 2017",1986,PG,67 min,Romantic Movies,Description for Title_6964
s6965,Movie,Title_6965,Director_402,,United States,"December 23, 2011",1961,TV-MA,147 min,Reality TV,Description for Title_6965
s6966,Movie,Title_6966,Director_279,"Actor_964, Actor_88, Actor_138, Actor_89",United States,"January 13, 2021",1986,TV-PG,73 min,"Documentaries, Comedies",Description for Title_6966
s6967,TV Show,Title_6967,,"Actor_600, Actor_625, Actor_823, Actor_151",Taiwan,"July 27, 2018",1964,TV-PG,3 Seasons,"Anime Series, Reality TV, Thrillers",Description for Title_6967
s6968,Movie,Title_6968,Director_315,"Actor_517, Actor_696, Actor_56, Actor_652",Nigeria,"June 05, 2012",2003,TV-PG,164 min,International Movies,Description for Title_6968
s6969,Movie,Title_6969,Director_427,,Japan,"March 10, 2009",1975,R,94 min,"Sci-Fi & Fantasy, Children & Family Movies, Anime Series",Description for Title_6969
s6970,Movie,Title_6970,Director_33,"Actor_142, Actor_144, Actor_373",Thailand,"May 16, 2014",1962,TV-MA,67 min,"Anime Series, Comedies, Crime TV Shows",Description for Title_6970
s6971,Movie,Title_6971,,"Actor_481, Actor_591",Japan,"July 04, 2012",1992,R,119 min,"Thrillers, Action & Adventure",Description for Title_6971
s6972,Movie,Title_6972,Director_398,Actor_282,United States,"August 29, 2016",1950,TV-14,71 min,Dramas,Description for Title_6972
s6973,Movie,Title_6973,Director_124,Actor_521,Philippines,"January 14, 2021",2015,TV-14,108 min,"Reality TV, Anime Series, Sci-Fi & Fantasy",Description for Title_6973
s6974,Movie,Title_6974,Director_76,,United States,"December 11, 2011",1951,TV-14,169 min,"Comedies, Action & Adventure",Description for Title_6974
s6975,Movie,Title_6975,Director_390,"Actor_46, Actor_595, Actor_495, Actor_244",South Korea,"March 01, 2020",1993,TV-14,139 min,Children & Family Movies,Description for Title_6975
s6976,Movie,Title_6976,,"Actor_378, Actor_175, Actor_137, Actor_201, Actor_889",United States,"April 22, 2021",1986,R,174 min,"Romantic Movies, Reality TV, Action & Adventure",Description for Title_6976
s6977,TV Show,Title_6977,Director_156,"Actor_78, Actor_951, Actor_461",India,"July 22, 2010",1993,PG,4 Seasons,Comedies,Description for Title_6977
s6978,TV Show,Title_6978,Director_82,,Japan,"September 18, 2019",1971,TV-14,9 Seasons,Docuseries,Description for Title_6978
s6979,TV Show,Title_6979,Director_5,"Actor_810, Actor_784, Actor_423, Actor_893, Actor_481",India,"December 30, 2014",2005,TV-14,3 Seasons,Children & Family Movies,Description for Title_6979
s6980,Movie,Title_6980,Director_41,"Actor_624, Actor_152, Actor_2, Actor_945",United States,"February 20, 2011",1943,TV-14,118 min,"Romantic Movies, Docuseries",Description for Title_6980
s6981,Movie,Title_6981,Director_454,"Actor_412, Actor_519, Actor_417, Actor_514, Actor_562",United States,"December 10, 2018",1990,R,61 min,Stand-Up Comedy,Description for Title_6981
s6982,Movie,Title_6982,Director_404,"Actor_421, Actor_674, Actor_575",United States,"January 15, 2009",1986,TV-14,65 min,"Horror Movies, Romantic Movies",Description for Title_6982
s6983,TV Show,Title_6983,Director_106,"Actor_2, Actor_178, Actor_566, Actor_12, Actor_51",Egypt,"April 04, 2010",1958,TV-14,9 Seasons,Action & Adventure,Description for Title_6983
s6984,TV Show,Title_6984,Director_417,"Actor_222, Actor_889, Actor_262, Actor_711",Australia,"March 18, 2012",1969,TV-PG,2 Seasons,"Romantic Movies, Reality TV, Sci-Fi & Fantasy",Description for Title_6984
s6985,TV Show,Title_6985,,"Actor_722, Actor_258, Actor_424, Actor_708",India,"March 29, 2017",1986,TV-14,3 Seasons,"Thrillers, Comedies, Dramas",Description for Title_6985
s6986,Movie,Title_6986,,"Actor_350, Actor_72, Actor_842",United States,"June 25, 2012",1958,TV-MA,114 min,Comedies,Description for Title_6986
s6987,Movie,Title_6987,Director_239,"Actor_687, Actor_392",Germany,"September 27, 2019",2000,TV-MA,139 min,"Documentaries, Stand-Up Comedy, Anime Series",Description for Title_6987
s6988,Movie,Title_6988,,"Actor_898, Actor_603, Actor_625, Actor_858, Actor_121",United States,"June 08, 2009",1955,TV-14,63 min,Stand-Up Comedy,Description for Title_6988
s6989,Movie,Title_6989,Director_109,"Actor_946, Actor_881, Actor_116, Actor_112",United States,"July 04, 2016",1951,TV-MA,169 min,"Crime TV Shows, Comedies",Description for Title_6989
s6990,Movie,Title_6990,Director_52,,India,"December 29, 2010",2019,TV-PG,159 min,"Romantic Movies, Reality TV",Description for Title_6990
s6991,TV Show,Title_6991,Director_409,Actor_438,Turkey,"April 14, 2008",1959,TV-MA,2 Seasons,"International Movies, Anime Series",Description for Title_6991
s6992,Movie,Title_6992,Director_195,"Actor_679, Actor_907",United States,"October 05, 2012",1976,TV-14,173 min,"Romantic Movies, Thrillers, Reality TV",Description for Title_6992
s6993,Movie,Title_6993,Director_51,,United States,"June 18, 2014",1989,TV-MA,87 min,Crime TV Shows,Description for Title_6993
s6994,Movie,Title_6994,,Actor_744,United Kingdom,"July 23, 2016",1999,R,112 min,"Documentaries, Stand-Up Comedy, Dramas",Description for Title_6994
s6995,TV Show,Title_6995,Director_385,Actor_233,United States,"August 03, 2012",1959,PG,3 Seasons,"Horror Movies, Thrillers",Description for Title_6995
s6996,Movie,Title_6996,Director_439,,Canada,"June 12, 2014",1993,R,72 min,Romantic Movies,Description for Title_6996
s6997,Movie,Title_6997,Director_385,"Actor_669, Actor_147",India,"June 17, 2021",1971,TV-PG,130 min,"Crime TV Shows, Children & Family Movies, Romantic Movies",Description for Title_6997
s6998,TV Show,Title_6998,Director_474,Actor_678,India,"April 24, 2019",1978,R,6 Seasons,"Thrillers, Reality TV, Sci-Fi & Fantasy",Description for Title_6998
s6999,Movie,Title_6999,Director_340,"Actor_653, Actor_809, Actor_373",United States,"January 13, 2016",1981,TV-MA,118 min,Horror Movies,Description for Title_6999
s7000,Movie,Title_7000,Director_95,"Actor_249, Actor_433",United States,"February 15, 2013",1947,TV-MA,63 min,"Docuseries, Documentaries, Horror Movies",Description for Title_7000
s7001,Movie,Title_7001,Director_270,"Actor_494, Actor_871",Germany,"November 08, 2010",2020,TV-MA,139 min,"Romantic Movies, Action & Adventure, Horror Movies",Description for Title_7001
s7002,Movie,Title_7002,Director_33,,Turkey,"May 27, 2017",1976,TV-MA,116 min,"International Movies, Stand-Up Comedy",Description for Title_7002
s7003,TV Show,Title_7003,Director_65,"Actor_711, Actor_701",United States,"December 12, 2011",1967,TV-MA,5 Seasons,"Docuseries, Horror Movies, International Movies",Description for Title_7003
s7004,TV Show,Title_7004,,,United States,"January 19, 2013",1971,TV-PG,3 Seasons,Romantic Movies,Description for Title_7004
s7005,Movie,Title_7005,Director_348,"Actor_483, Actor_601, Actor_946, Actor_271",United States,"August 02, 2017",2016,TV-MA,107 min,"Docuseries, Horror Movies",Description for Title_7005
s7006,Movie,Title_7006,Director_460,,France,"March 21, 2012",1965,TV-G,87 min,"Action & Adventure, Romantic Movies, Children & Family Movies",Description for Title_7006
s7007,Movie,Title_7007,Director_233,,Spain,"April 11, 2009",1996,PG,90 min,"Stand-Up Comedy, Documentaries",Description for Title_7007
s7008,Movie,Title_7008,Director_100,,India,"January 23, 2016",2019,NC-17,159 min,Dramas,Description for Title_7008
s7009,Movie,Title_7009,Director_190,,Japan,"October 04, 2019",1950,TV-MA,116 min,"Romantic Movies, International Movies, Dramas",Description for Title_7009
s7010,Movie,Title_7010,,,Spain,"May 10, 2012",2003,PG,102 min,"Action & Adventure, Comedies",Description for Title_7010
s7011,Movie,Title_7011,Director_337,"Actor_828, Actor_615, Actor_166",Argentina,"September 16, 2015",1959,PG,172 min,"International Movies, Children & Family Movies, Dramas",Description for Title_7011
s7012,TV Show,Title_7012,Director_301,Actor_199,United States,"February 24, 2019",1992,TV-Y7,5 Season,"Stand-Up Comedy, Thrillers",Description for Title_7012
s7013,Movie,Title_7013,,"Actor_717, Actor_189, Actor_26, Actor_680, Actor_75",United States,"October 12, 2017",1960,TV-PG,68 min,"Thrillers, Crime TV Shows",Description for Title_7013
s7014,Movie,Title_7014,,Actor_294,United States,"November 15, 2019",2010,PG-13,71 min,"International Movies, Reality TV",Description for Title_7014
s7015,Movie,Title_7015,Director_55,"Actor_519, Actor_965",Brazil,"April 08, 2011",1974,TV-MA,146 min,"Romantic Movies, Docuseries",Description for Title_7015
s7016,TV Show,Title_7016,Director_232,"Actor_292, Actor_836, Actor_295, Actor_677, Actor_919",Australia,"October 20, 2008",1979,TV-MA,9 Seasons,"Dramas, Thrillers",Description for Title_7016
s7017,Movie,Title_7017,,"Actor_959, Actor_936, Actor_509",Canada,"July 10, 2010",1954,TV-MA,149 min,"Children & Family Movies, Thrillers, Sci-Fi & Fantasy",Description for Title_7017
s7018,Movie,Title_7018,,Actor_53,United States,"August 31, 2011",1990,TV-Y7,153 min,"Stand-Up Comedy, Anime Series, Dramas",Description for Title_7018
s7019,Movie,Title_7019,Director_170,"Actor_727, Actor_312",United States,"October 03, 2016",2014,TV-MA,116 min,"Documentaries, Comedies",Description for Title_7019
s7020,TV Show,Title_7020,Director_164,,United States,"June 29, 2020",1994,TV-MA,4 Seasons,"Crime TV Shows, Reality TV, Horror Movies",Description for Title_7020
s7021,Movie,Title_7021,Director_52,"Actor_167, Actor_228, Actor_314, Actor_154",Canada,"August 11, 2014",1942,TV-G,109 min,Documentaries,Description for Title_7021
s7022,TV Show,Title_7022,,"Actor_248, Actor_965",United States,"April 15, 2021",1953,TV-MA,4 Seasons,"Dramas, Anime Series, Sci-Fi & Fantasy",Description for Title_7022
s7023,TV Show,Title_7023,Director_261,"Actor_119, Actor_650, Actor_458",United States,"July 07, 2017",1965,TV-Y,9 Seasons,Documentaries,Description for Title_7023
s7024,TV Show,Title_7024,Director_259,"Actor_640, Actor_936",Spain,"March 21, 2012",1942,PG-13,1 Seasons,"Anime Series, Sci-Fi & Fantasy",Description for Title_7024
s7025,Movie,Title_7025,Director_338,"Actor_333, Actor_6, Actor_750",United States,"November 03, 2014",2009,TV-MA,62 min,Anime Series,Description for Title_7025
s7026,Movie,Title_7026,Director_389,"Actor_245, Actor_346",India,"June 26, 2010",1948,TV-MA,81 min,"Romantic Movies, Comedies, Horror Movies",Description for Title_7026
s7027,Movie,Title_7027,Director_492,Actor_530,United States,"October 29, 2014",2010,TV-PG,144 min,"International Movies, Crime TV Shows, Documentaries",Description for Title_7027
s7028,TV Show,Title_7028,Director_299,"Actor_99, Actor_389",Germany,"October 28, 2013",1980,UR,5 Seasons,Stand-Up Comedy,Description for Title_7028
s7029,Movie,Title_7029,Director_205,"Actor_460, Actor_682",Canada,"June 15, 2016",1973,TV-Y,72 min,"Sci-Fi & Fantasy, Comedies",Description for Title_7029
s7030,Movie,Title_7030,Director_260,,Taiwan,"September 21, 2020",1990,TV-14,103 min,"Reality TV, Documentaries, Thrillers",Description for Title_7030
s7031,Movie,Title_7031,Director_63,"Actor_281, Actor_293",United Kingdom,"December 04, 2018",1972,TV-14,139 min,"Sci-Fi & Fantasy, Children & Family Movies",Description for Title_7031
s7032,Movie,Title_7032,,Actor_782,Argentina,"April 09, 2018",2020,TV-14,169 min,"Action & Adventure, Docuseries",Description for Title_7032
s7033,Movie,Title_7033,Director_115,"Actor_113, Actor_557, Actor_566, Actor_965, Actor_913",Taiwan,"September 28, 2013",1944,PG-13,83 min,Docuseries,Description for Title_7033
s7034,Movie,Title_7034,,Actor_145,Canada,"September 09, 2016",1988,TV-14,105 min,"Stand-Up Comedy, Action & Adventure, Romantic Movies",Description for Title_7034
s7035,Movie,Title_7035,Director_413,"Actor_873, Actor_676, Actor_193, Actor_724",Argentina,"January 22, 2009",1956,TV-MA,76 min,"Crime TV Shows, International Movies",Description for Title_7035
s7036,TV Show,Title_7036,Director_227,"Actor_109, Actor_941, Actor_901",United States,"October 25, 2008",1992,PG-13,5 Seasons,Crime TV Shows,Description for Title_7036
s7037,Movie,Title_7037,Director_45,"Actor_988, Actor_19, Actor_559, Actor_60",India,"February 21, 2020",2015,TV-14,118 min,"Comedies, International Movies, Children & Family Movies",Description for Title_7037
s7038,Movie,Title_7038,Director_13,"Actor_618, Actor_65, Actor_782, Actor_866, Actor_600",United States,"June 22, 2017",1962,TV-MA,165 min,Reality TV,Description for Title_7038
s7039,Movie,Title_7039,Director_54,Actor_355,Canada,"February 13, 2019",1982,PG-13,86 min,"Crime TV Shows, Romantic Movies",Description for Title_7039
s7040,Movie,Title_7040,,Actor_589,Spain,"April 18, 2009",1944,TV-PG,113 min,"Anime Series, Children & Family Movies, Stand-Up Comedy",Description for Title_7040
s7041,TV Show,Title_7041,,"Actor_424, Actor_536, Actor_578, Actor_191, Actor_573",Australia,"November 24, 2020",1942,TV-14,9 Seasons,"Reality TV, Documentaries, Stand-Up Comedy",Description for Title_7041
s7042,Movie,Title_7042,Director_111,"Actor_126, Actor_243, Actor_329",United States,"May 19, 2021",1962,R,159 min,"Reality TV, Horror Movies, Children & Family Movies",Description for Title_7042
s7043,Movie,Title_7043,,"Actor_632, Actor_261",India,"October 18, 2016",2016,TV-PG,114 min,Documentaries,Description for Title_7043
s7044,Movie,Title_7044,,"Actor_277, Actor_95, Actor_845, Actor_430, Actor_694",United States,"April 01, 2019",2021,R,130 min,"Stand-Up Comedy, Thrillers",Description for Title_7044
s7045,TV Show,Title_7045,,"Actor_335, Actor_483, Actor_717, Actor_826, Actor_53",Japan,"March 24, 2009",1962,TV-Y,6 Seasons,Horror Movies,Description for Title_7045
s7046,Movie,Title_7046,,"Actor_328, Actor_379",United States,"January 30, 2014",2016,TV-PG,147 min,Crime TV Shows,Description for Title_7046
s7047,TV Show,Title_7047,,Actor_46,Taiwan,"June 05, 2013",1990,R,6 Seasons,"Dramas, Thrillers, Anime Series",Description for Title_7047
s7048,Movie,Title_7048,,"Actor_33, Actor_12, Actor_768",United States,"November 20, 2017",2006,TV-PG,80 min,"Horror Movies, Anime Series",Description for Title_7048
s7049,Movie,Title_7049,Director_229,"Actor_203, Actor_957, Actor_438, Actor_632",United States,"March 27, 2015",1982,TV-PG,104 min,Action & Adventure,Description for Title_7049
s7050,Movie,Title_7050,Director_303,"Actor_149, Actor_377, Actor_252",Brazil,"April 04, 2013",2008,TV-MA,60 min,"Stand-Up Comedy, Reality TV",Description for Title_7050
s7051,TV Show,Title_7051,Director_166,"Actor_257, Actor_802, Actor_851, Actor_811, Actor_849",India,"May 05, 2014",1983,TV-14,9 Seasons,"Children & Family Movies, Thrillers, Reality TV",Description for Title_7051
s7052,Movie,Title_7052,Director_140,,United States,"June 28, 2011",2010,R,172 min,"Horror Movies, Sci-Fi & Fantasy, Docuseries",Description for Title_7052
s7053,TV Show,Title_7053,,"Actor_858, Actor_114, Actor_403, Actor_318",United Kingdom,"April 30, 2021",1998,TV-14,3 Seasons,"Dramas, Anime Series",Description for Title_7053
s7054,Movie,Title_7054,Director_57,"Actor_289, Actor_659, Actor_63, Actor_833, Actor_16",United States,"June 03, 2012",1984,TV-14,100 min,"Children & Family Movies, Reality TV",Description for Title_7054
s7055,Movie,Title_7055,,Actor_637,Nigeria,"August 23, 2021",1953,PG-13,123 min,"Crime TV Shows, International Movies",Description for Title_7055
s7056,Movie,Title_7056,Director_323,"Actor_457, Actor_324, Actor_22, Actor_759, Actor_976",Canada,"November 27, 2017",2019,TV-MA,162 min,"Action & Adventure, Reality TV, International Movies",Description for Title_7056
s7057,TV Show,Title_7057,Director_181,,United States,"April 25, 2014",2005,R,6 Seasons,Sci-Fi & Fantasy,Description for Title_7057
s7058,Movie,Title_7058,Director_78,Actor_433,Canada,"September 16, 2008",1992,TV-14,70 min,Anime Series,Description for Title_7058
s7059,TV Show,Title_7059,Director_17,Actor_574,United States,"October 11, 2016",2014,TV-14,4 Seasons,Dramas,Description for Title_7059
s7060,TV Show,Title_7060,Director_474,"Actor_334, Actor_833, Actor_745, Actor_412, Actor_273",Australia,"February 21, 2012",2001,TV-14,8 Seasons,"Crime TV Shows, Docuseries",Description for Title_7060
s7061,TV Show,Title_7061,Director_103,Actor_142,Thailand,"December 21, 2020",2012,TV-MA,7 Seasons,"Reality TV, Children & Family Movies, Documentaries",Description for Title_7061
s7062,Movie,Title_7062,Director_237,Actor_722,Turkey,"October 29, 2013",2021,TV-14,119 min,"Comedies, Reality TV, Docuseries",Description for Title_7062
s7063,Movie,Title_7063,,"Actor_661, Actor_738, Actor_46",United States,"May 31, 2017",1969,TV-14,151 min,"Sci-Fi & Fantasy, Anime Series",Description for Title_7063
s7064,TV Show,Title_7064,,"Actor_357, Actor_986, Actor_955, Actor_281, Actor_983",United States,"December 16, 2013",2012,TV-14,9 Seasons,"Stand-Up Comedy, Sci-Fi & Fantasy",Description for Title_7064
s7065,Movie,Title_7065,Director_142,"Actor_51, Actor_200, Actor_874, Actor_952",United States,"May 04, 2020",1955,R,169 min,"Action & Adventure, Thrillers, Crime TV Shows",Description for Title_7065
s7066,Movie,Title_7066,Director_202,,Japan,"August 09, 2017",1973,TV-14,142 min,"Stand-Up Comedy, Horror Movies",Description for Title_7066
s7067,Movie,Title_7067,,"Actor_515, Actor_984, Actor_561, Actor_99, Actor_591",United Kingdom,"November 23, 2020",1949,PG-13,165 min,Stand-Up Comedy,Description for Title_7067
s7068,Movie,Title_7068,Director_414,"Actor_738, Actor_46, Actor_778, Actor_928, Actor_487",India,"September 03, 2021",1968,R,167 min,Children & Family Movies,Description for Title_7068
s7069,Movie,Title_7069,Director_256,"Actor_715, Actor_705, Actor_687, Actor_847",Taiwan,"June 07, 2016",1991,TV-MA,88 min,"Crime TV Shows, International Movies",Description for Title_7069
s7070,Movie,Title_7070,,Actor_509,United States,"August 19, 2008",2000,TV-MA,109 min,Documentaries,Description for Title_7070
s7071,Movie,Title_7071,Director_494,"Actor_146, Actor_305",United States,"December 30, 2009",1998,TV-MA,78 min,"Dramas, Reality TV",Description for Title_7071
s7072,Movie,Title_7072,Director_185,"Actor_355, Actor_607, Actor_359, Actor_532, Actor_723",United States,"March 31, 2016",1944,TV-G,115 min,"Action & Adventure, Thrillers",Description for Title_7072
s7073,Movie,Title_7073,Director_480,Actor_876,United States,"January 08, 2016",1968,TV-Y,77 min,"Dramas, Romantic Movies",Description for Title_7073
s7074,Movie,Title_7074,Director_8,"Actor_508, Actor_763, Actor_574, Actor_626, Actor_301",United States,"November 13, 2008",1975,TV-MA,104 min,Dramas,Description for Title_7074
s7075,Movie,Title_7075,,"Actor_811, Actor_447, Actor_125, Actor_168, Actor_409",United Kingdom,"March 10, 2012",1967,TV-PG,172 min,Anime Series,Description for Title_7075
s7076,Movie,Title_7076,Director_320,"Actor_778, Actor_66, Actor_530, Actor_493, Actor_447",United States,"January 15, 2011",1981,G,176 min,International Movies,Description for Title_7076
s7077,Movie,Title_7077,Director_24,"Actor_275, Actor_947",United States,"December 16, 2009",1973,PG-13,147 min,"Horror Movies, International Movies",Description for Title_7077
s7078,Movie,Title_7078,Director_396,"Actor_932, Actor_4, Actor_204, Actor_112, Actor_807",Mexico,"September 03, 2011",1982,TV-14,161 min,"International Movies, Documentaries",Description for Title_7078
s7079,Movie,Title_7079,Director_173,"Actor_851, Actor_536, Actor_750, Actor_81, Actor_890",United States,"April 27, 2017",1943,TV-MA,139 min,"Action & Adventure, Documentaries, Stand-Up Comedy",Description for Title_7079
s7080,TV Show,Title_7080,,"Actor_385, Actor_194, Actor_604, Actor_141, Actor_852",South Korea,"January 25, 2017",2013,TV-MA,2 Seasons,"Horror Movies, International Movies, Thrillers",Description for Title_7080
s7081,Movie,Title_7081,,"Actor_167, Actor_471",United States,"July 17, 2016",1948,PG-13,72 min,"Thrillers, Action & Adventure, Horror Movies",Description for Title_7081
s7082,TV Show,Title_7082,Director_235,"Actor_846, Actor_282",United Kingdom,"June 14, 2016",1960,PG-13,4 Seasons,"Stand-Up Comedy, Thrillers, Docuseries",Description for Title_7082
s7083,Movie,Title_7083,,"Actor_950, Actor_534",Argentina,"July 20, 2008",1974,TV-PG,127 min,International Movies,Description for Title_7083
s7084,Movie,Title_7084,Director_21,"Actor_855, Actor_734, Actor_5",United States,"November 10, 2013",1943,TV-MA,142 min,Romantic Movies,Description for Title_7084
s7085,Movie,Title_7085,Director_235,"Actor_74, Actor_65, Actor_798",United Kingdom,"July 30, 2012",2008,TV-G,83 min,"Documentaries, Horror Movies, Crime TV Shows",Description for Title_7085
s7086,Movie,Title_7086,,Actor_565,Brazil,"November 22, 2010",2019,PG,92 min,"Dramas, Stand-Up Comedy, Anime Series",Description for Title_7086
s7087,Movie,Title_7087,Director_112,"Actor_370, Actor_60, Actor_856",Canada,"January 19, 2018",1956,TV-MA,156 min,"Sci-Fi & Fantasy, Children & Family Movies, Crime TV Shows",Description for Title_7087
s7088,Movie,Title_7088,,"Actor_907, Actor_328, Actor_969",United States,"February 22, 2009",1962,TV-MA,132 min,"Documentaries, Thrillers, Stand-Up Comedy",Description for Title_7088
